Position,artists,track_name,Days,Top 10(xTimes),PeakPosition,PeakPosition(xTimes),PeakStreams,totalstreams
8144,Maddie&Tae,GirlInACountrySong,8,0.0,164,0,58571,436699
8145,2Pac,AmbitionzAzARidah,2,0.0,132,0,222763,436601
8146,Mir0sama,BAGSZN,2,0.0,175,0,218901,436317
8147,MelanieMartinez,Detention,2,0.0,170,0,234933,435813
8148,RichTheKid,GoUp,2,0.0,183,0,232420,435763
8149,BigSean,Outro,5,0.0,95,0,117378,435469
8150,MileyCyrus,BadKarma,2,0.0,193,0,226052,435457
8151,Drake,MarvinsRoom,3,0.0,120,0,164921,433587
8152,Marshmello,Fly,2,0.0,163,0,241772,433307
8153,BenPlatt,Found/Tonight,2,0.0,155,0,232416,432626
8154,NiallHoran,OnTheLoose,2,0.0,145,0,237795,432190
8155,MirandaLambert,Vice,3,0.0,121,0,183268,432134
8156,EdSheeran,GiveMeLove,6,0.0,109,0,96286,431030
8157,ChildishGambino,42.26,2,0.0,175,0,216985,431017
8158,KidCudi,Frequency,2,0.0,111,0,243455,430787
8159,LadyGaga,Sinner'sPrayer,3,0.0,131,0,171890,430699
8160,TheNotoriousB.I.G.,Juicy,2,0.0,122,0,239111,430253
8161,ShawnMendes,Higher,1,0.0,65,0,429939,429939
8162,Noname,Song33,1,0.0,54,0,429893,429893
8163,BrunoMars,TooGoodtoSayGoodbye,3,0.0,172,0,157689,429797
8164,TrippieRedd,LoveScars4,1,0.0,60,0,429796,429796
8165,NickiMinaj,ChiRaq,1,0.0,61,0,429625,429625
8166,Future,Shotgun,1,0.0,77,0,429351,429351
8167,RM,StillLife,1,0.0,100,0,429234,429234
8168,"Tyler,TheCreator","EnjoyRightNow,Today",2,0.0,145,0,247959,429201
8169,2Chainz,SaturdayNight,2,0.0,134,0,232613,429167
8170,5SecondsofSummer,WasteTheNight,4,0.0,101,0,141304,429156
8171,Logic,illuminatro,3,0.0,136,0,166938,428610
8172,Drake,ChargedUp,5,0.0,137,0,94760,427572
8173,ToryLanez,WhyDON'TYouLOVEme?,2,0.0,197,0,229158,427444
8174,A$APMob,FratRules,2,0.0,154,0,240050,427135
8175,BTS,Skit,1,0.0,63,0,426916,426916
8176,Solange,ThingsIImagined,1,0.0,82,0,426851,426851
8177,LadyGaga,PokerFace,2,0.0,85,0,251441,426721
8178,JasonAldean,DrownsTheWhiskey,2,0.0,174,0,216472,426363
8179,TheBeatles,GetBackRemastered,4,0.0,114,0,165721,426214
8180,LukeBryan,LightItUp,2,0.0,157,0,236679,426007
8181,Gotye,SomebodyThatIUsedToKnow,2,0.0,196,0,213625,425517
8182,BonIver,21M◊◊NWATER,3,0.0,153,0,161136,424950
8183,Future,WalkOnMinks,2,0.0,166,0,222438,424386
8184,Ashe,TillForeverFallsApart,2,0.0,191,0,212276,424121
8185,EddieRabbitt,Rockin'AroundTheChristmasTree,6,0.0,96,0,89430,422776
8186,TheBeatles,IWantToHoldYourHandRemastered2015,4,0.0,121,0,159430,422530
8187,DylanScott,Nobody,2,0.0,190,0,213470,421965
8188,Smokepurpp,DoNotDisturb,2,0.0,187,0,215637,421476
8189,JonBellion,ConversationswithmyWife,1,0.0,89,0,421433,421433
8190,JordiRivera,ONTHATASS,2,0.0,168,0,229865,421389
8191,BrysonTiller,NevermindThisInterlude,2,0.0,148,0,244337,421197
8192,FrenchMontana,Jump,2,0.0,97,0,259391,420614
8193,ImagineDragons,SmokeAndMirrors,5,0.0,90,0,114629,420459
8194,NikoMoon,GOODTIME,2,0.0,197,0,211055,419996
8195,RyanAdams,BlankSpace,3,0.0,74,0,155614,419023
8196,Audioslave,ShowMeHowtoLive,2,0.0,130,0,236078,418769
8197,CarrieUnderwood,TheChampion,2,0.0,162,0,224106,418469
8198,Future,Colossal,5,0.0,131,0,92173,418168
8199,ShawnMendes,CallMyFriends,1,0.0,70,0,418138,418138
8200,MissyElliott,WorkIt,5,0.0,71,0,112742,417703
8201,JoeLew,Verified,1,0.0,68,0,417623,417623
8202,Rihanna,LiftMeUpInstrumental,1,0.0,76,0,416754,416754
8203,DJKhaled,HoldYouDown,7,0.0,183,0,62988,416712
8204,LanaDelRey,Honeymoon,4,0.0,94,0,143589,416659
8205,Halsey,Hurricane,5,0.0,168,0,90354,416640
8206,KatyPerry,NeverWornWhite,1,0.0,97,0,416495,416495
8207,TheBeatles,EleanorRigbyRemastered2009,3,0.0,97,0,178183,416298
8208,TWICE,ICAN'TSTOPME,2,0.0,152,0,214428,415025
8209,PopSmoke,8Ball,1,0.0,73,0,414103,414103
8210,DavidBowie,TheManWhoSoldTheWorld1999RemasteredVersion,3,0.0,91,0,159405,413891
8211,MeekMill,StandUp,4,0.0,96,0,126072,413873
8212,MeekMill,WeBall,2,0.0,152,0,243427,413871
8213,SelenaGomez,Survivors,4,0.0,126,0,118348,412968
8214,LilWayne,KobeBryant,1,0.0,59,0,412516,412516
8215,The1975,IAlwaysWannaDie(Sometimes),1,0.0,112,0,412271,412271
8216,AmyKaylee,,2,0.0,125,0,213438,412133
8217,NickiMinaj,BestIEverHadRemix,1,0.0,63,0,411991,411991
8218,YBNNahmir,Baby8,2,0.0,182,0,218228,411437
8219,2Chainz,RiverdaleRd,2,0.0,154,0,216087,410718
8220,Kiiara,Messy,2,0.0,188,0,211561,410444
8221,JhenéAiko,Lotusintro,1,0.0,102,0,410364,410364
8222,TrippieRedd,LetItOut,1,0.0,67,0,409900,409900
8223,ShawnMendes,24Hours,1,0.0,72,0,409202,409202
8224,TroyeSivan,WILD,3,0.0,109,0,186404,409191
8225,Birdy,SkinnyLove,6,0.0,159,0,81702,408707
8226,Celeste,Strange,2,0.0,160,0,209606,408630
8227,ArianaGrande,WitItThisChristmas,4,0.0,149,0,113893,408403
8228,LanaDelRey,CoachellaWoodstockInMyMind,2,0.0,169,0,220749,407685
8229,TWICE,MORE&MORE,2,0.0,179,0,207828,407532
8230,FallOutBoy,Champion,2,0.0,150,0,205459,407444
8231,fun.,WeAreYoung,2,0.0,114,0,212534,407355
8232,D'Angelo,Ain'tThatEasy,4,0.0,60,0,128106,405797
8233,RedHotChiliPeppers,TheGetaway,3,0.0,133,0,158280,405527
8234,EdSheeran,Celestial,1,0.0,57,0,404808,404808
8235,TheGame,Ryda,5,0.0,114,0,96141,404745
8236,Solange,DownWiththeClique,1,0.0,94,0,404378,404378
8237,Kehlani,Escape,2,0.0,112,0,238278,404228
8238,BRSKash,ThroatBaby(GoBaby),2,0.0,185,0,212256,404192
8239,YoGotti,DownIntheDM,4,0.0,185,0,106301,404093
8240,WizKhalifa,Celebrate,3,0.0,102,0,161376,403809
8241,NAV,I'mReady,1,0.0,76,0,403567,403567
8242,TomPettyandtheHeartbreakers,Refugee,1,0.0,65,0,403155,403155
8243,NAV,BrownBoy,1,0.0,74,0,402477,402477
8244,Gorillaz,WeGotThePower,2,0.0,167,0,204720,402192
8245,DavidBowie,'TisaPitySheWasaWhore,2,0.0,56,0,235632,402111
8246,VinceGuaraldiTrio,ChristmasTimeIsHere,1,0.0,163,0,402025,402025
8247,Russ,Alone,2,0.0,180,0,211352,401565
8248,Hanson,WhatChristmasMeansToMe,1,0.0,164,0,401122,401122
8249,Future,TurnOnMe,2,0.0,162,0,211694,400957
8250,NAV,PerfectTiming(Intro),2,0.0,167,0,223439,400287
8251,ShawnMendes,Dream,1,0.0,77,0,399951,399951
8252,KatyPerry,CaliforniaGurls,3,0.0,66,0,225090,399754
8253,RM,Yun,1,0.0,120,0,399650,399650
8254,EllaFitzgerald,WeThreeKingsRemastered,1,0.0,165,0,399637,399637
8255,KidCudi,Surfin',2,0.0,90,0,233835,397630
8256,P!nk,BeautifulTrauma,2,0.0,180,0,205795,397629
8257,Thexx,IDareYou,2,0.0,100,0,241950,397614
8258,LilPeep,TheBrightside,2,0.0,167,0,213248,397202
8259,YoungThug,FamilyDon'tMatter,2,0.0,139,0,227222,397068
8260,OtisRedding,StandbyMe,2,0.0,155,0,242599,396983
8261,GwenStefani,MakeMeLikeYou,3,0.0,124,0,149696,396857
8262,TOOL,LitaniecontrelaPeur,1,0.0,88,0,396742,396742
8263,ATribeCalledQuest,Mobius,3,0.0,172,0,137356,396617
8264,Maroon5,SheWillBeLoved,3,0.0,119,0,213115,396460
8265,D'Angelo,SugahDaddy,4,0.0,58,0,140991,396065
8266,TrippieRedd,Moonlight,1,0.0,70,0,395741,395741
8267,DarleneLove,WhiteChristmas,3,0.0,32,0,175149,395167
8268,CalvinHarris,HardtoLove,2,0.0,141,0,210357,394876
8269,YoungThug,Tsunami,1,0.0,77,0,394851,394851
8270,Pentatonix,Can'tSleepLove,4,0.0,141,0,105129,394191
8271,$uicideboy$,CenterCoreNeverMore,1,0.0,139,0,393778,393778
8272,MeghanTrainor,NOEXCUSES,2,0.0,200,0,205911,393430
8273,LanaDelRey,TomorrowNeverCame,2,0.0,178,0,213676,393350
8274,CalvinHarris,OpenWide,7,0.0,139,0,63474,393019
8275,SkiMaskTheSlumpGod,GetGeeked,1,0.0,126,0,392799,392799
8276,ToryLanez,SkrtSkrt,2,0.0,175,0,203276,392587
8277,5SecondsofSummer,PermanentVacation,4,0.0,136,0,112671,392541
8278,PARTYNEXTDOOR,Rendezvous,2,0.0,138,0,225272,391949
8279,Usher,WaitForIt,2,0.0,109,0,207547,391896
8280,EdSheeran,One,6,0.0,155,0,74157,391877
8281,SpiceGirls,Wannabe,4,0.0,164,0,133273,391693
8282,EarlSweatshirt,December24,1,0.0,128,0,391431,391431
8283,5SecondsofSummer,BrokenHome,4,0.0,134,0,105128,391321
8284,LilBaby,Chastised,1,0.0,129,0,390836,390836
8285,Destiny'sChild,SayMyName,4,0.0,136,0,113143,390010
8286,PharrellWilliams,Entrepreneur,1,0.0,64,0,389678,389678
8287,Takeoff,NoneToMe,1,0.0,89,0,388978,388978
8288,LanaDelRey,GodBlessAmericaAndAllTheBeautifulWomenInIt,2,0.0,172,0,217876,388734
8289,ArcticMonkeys,IAin’tQuiteWhereIThinkIAm,1,0.0,80,0,388699,388699
8290,ArianaGrande,IDon'tCare,3,0.0,168,0,136148,388652
8291,GeorgeMichael,Freedom!'90,2,0.0,77,0,219294,388307
8292,JayCritch,Fashion,2,0.0,179,0,206304,388154
8293,blackbear,anxiety,2,0.0,185,0,195682,387946
8294,PARTYNEXTDOOR,TURNUP,1,0.0,73,0,387358,387358
8295,Thexx,Dangerous,2,0.0,109,0,223402,387294
8296,Prxxy,Sunset,2,0.0,178,0,195558,387264
8297,BonIver,Naeem,1,0.0,73,0,387073,387073
8298,ZachBryan,LateJuly,1,0.0,89,0,386901,386901
8299,CarrieUnderwood,LittleToyGuns,5,0.0,186,0,80496,386842
8300,NickiMinaj,CrocodileTeeth,1,0.0,68,0,386727,386727
8301,TwentyOnePilots,Goner,4,0.0,111,0,108500,386519
8302,YoungStonerLife,Superstar,1,0.0,56,0,386455,386455
8303,UglyGod,NoLies,2,0.0,127,0,215760,385816
8304,BrentFaiyaz,SKIT:OBLIVION,1,0.0,70,0,385760,385760
8305,Flume,HighestBuilding,1,0.0,91,0,384309,384309
8306,TwentyOnePilots,NotToday,4,0.0,115,0,107298,384157
8307,SnoopDogg,DropItLikeIt'sHot,3,0.0,173,0,230436,384004
8308,TwentyOnePilots,Hometown,4,0.0,114,0,107449,383710
8309,Anne,MarieOurSong,1,0.0,83,0,383580,383580
8310,Quavo,SWING,1,0.0,86,0,383198,383198
8311,MirandaLambert,Somethin'Bad(DuetwithCarrieUnderwood),6,0.0,102,0,79847,383109
8312,YNWMelly,TwoFace,1,0.0,84,0,382797,382797
8313,DillonFrancis,Anywhere,2,0.0,89,0,250580,382491
8314,XXXTENTACION,FUXK,1,0.0,87,0,382236,382236
8315,DaddyYankee,Vuelve,2,0.0,178,0,191749,381865
8316,Audien,SomethingBetter,4,0.0,119,0,124455,381703
8317,ThirdEyeBlind,SemiCharmedLife,4,0.0,137,0,134285,381609
8318,LanaDelRey,ArtDeco,4,0.0,137,0,112929,381274
8319,MaliibuNHelene,Figure8,5,0.0,141,0,88829,380301
8320,MeghanTrainor,Holidays,1,0.0,172,0,380259,380259
8321,Future,IThankU,2,0.0,174,0,201593,379295
8322,DJKhaled,THANKFUL,1,0.0,57,0,379095,379095
8323,$uicideboy$,AllDogsGoToHeaven,1,0.0,114,0,379068,379068
8324,TheWeeknd,FinalLullabyBonusTrack,1,0.0,60,0,378973,378973
8325,KendrickLamar,A.D.H.D,2,0.0,175,0,201752,378763
8326,ZachBryan,MineAgain,1,0.0,96,0,378567,378567
8327,TheBlackKeys,Lo/Hi,1,0.0,109,0,378316,378316
8328,LanaDelRey,Heroin,2,0.0,188,0,206101,376697
8329,YoungStonerLife,Warrior,1,0.0,62,0,376685,376685
8330,UglyGod,WelcometotheBootyTape,2,0.0,131,0,212274,376664
8331,BabyKeem,nakedfreestyle,1,0.0,88,0,376586,376586
8332,JonBellion,Guillotine,3,0.0,146,0,149526,376415
8333,Solange,WaytotheShow,1,0.0,105,0,376270,376270
8334,BigSean,EverythingThat'sMissing,1,0.0,82,0,376258,376258
8335,BabyKeem,highway95,1,0.0,89,0,376033,376033
8336,TaylorSwift,IKnewYouWereTrouble.,3,0.0,104,0,269243,375785
8337,MacMiller,BrandName,4,0.0,162,0,102375,374819
8338,NickiMinaj,TriniDemGirls,5,0.0,126,0,85370,374670
8339,EarlSweatshirt,RedWater,1,0.0,134,0,374535,374535
8340,PARTYNEXTDOOR,SPLITDECISION,1,0.0,77,0,374404,374404
8341,BabyKeem,killstreaks,1,0.0,94,0,373804,373804
8342,2Chainz,PoorFool,2,0.0,173,0,192046,373756
8343,DonToliver,HeavenOrHell,1,0.0,103,0,373373,373373
8344,CharliePuth,Patient,1,0.0,95,0,372918,372918
8345,ABoogieWitdaHoodie,IDidIt,1,0.0,119,0,372734,372734
8346,LanaDelRey,SummertimeSadness(LanaDelReyVs.CedricGervais)CedricGervaisRemix/RadioEdit,3,0.0,152,0,273383,372384
8347,PARTYNEXTDOOR,THENEWS,1,0.0,79,0,372166,372166
8348,YG,Konclusions,1,0.0,117,0,371532,371532
8349,MacMiller,Stay,2,0.0,178,0,217917,371290
8350,LanaDelRey,SeasonOfTheWitch,1,0.0,93,0,370902,370902
8351,KodakBlack,CoolinandBooted,2,0.0,159,0,195109,369579
8352,Grimes,FleshWithoutBlood,4,0.0,150,0,109087,369478
8353,SamSmith,KidsAgain,1,0.0,82,0,369432,369432
8354,VanHalen,Ain'tTalkin''BoutLove2015Remaster,1,0.0,58,0,369142,369142
8355,ImagineDragons,Yesterday,2,0.0,161,0,200838,368991
8356,PopSmoke,Spoiled,1,0.0,92,0,368917,368917
8357,JonasBrothers,S.O.S.,1,0.0,110,0,368895,368895
8358,Halsey,HeavenInHiding,2,0.0,172,0,194189,368245
8359,2Chainz,Threat2Society,1,0.0,111,0,368137,368137
8360,DemiLovato,StoneCold,4,0.0,152,0,94261,367950
8361,JackHarlow,Rendezvous,1,0.0,115,0,367931,367931
8362,RickRoss,IdolsBecomeRivals,2,0.0,151,0,186326,367621
8363,YoungStonerLife,CameOut,1,0.0,66,0,367210,367210
8364,SummerWalker,LetItGo,1,0.0,90,0,367030,367030
8365,KellyClarkson,RunRunRun,4,0.0,109,0,104712,367027
8366,EslabonArmado,TalVez,1,0.0,84,0,366092,366092
8367,Halsey,100Letters,2,0.0,169,0,195434,365866
8368,XXXTENTACION,UGLY,1,0.0,112,0,365717,365717
8369,D'Angelo,ReallyLove,4,0.0,80,0,115425,365616
8370,Omarion,I'mSayin',4,0.0,179,0,106556,365580
8371,JIMIN,Puss(Prod.byRhymer),4,0.0,140,0,94401,365454
8372,ActionBronson,StandingintheRain,3,0.0,176,0,125914,365296
8373,KidCudi,RoseGolden,2,0.0,162,0,186972,364047
8374,RyanAdams,ShakeItOff,3,0.0,90,0,135898,363837
8375,Future,NewIlluminati,2,0.0,179,0,196675,363758
8376,MacMiller,DunnoRecordedatSpotifyStudiosNYC,1,0.0,140,0,363697,363697
8377,LilPump,DropOut,1,0.0,116,0,363298,363298
8378,NickiMinaj,IGetCrazy,1,0.0,77,0,363197,363197
8379,ABoogieWitdaHoodie,TurnOffTheRadio,1,0.0,165,0,363194,363194
8380,JackHarlow,21C/Delta,1,0.0,119,0,363120,363120
8381,Solange,Dreams,1,0.0,116,0,362923,362923
8382,Dantès,Sobelow,1,0.0,93,0,362762,362762
8383,XXXTENTACION,Triumph,1,0.0,115,0,362632,362632
8384,BritneySpears,PrivateShow,2,0.0,84,0,245848,362553
8385,XXXTENTACION,King,1,0.0,97,0,362549,362549
8386,TheKidLAROI,BADNEWS,1,0.0,75,0,362511,362511
8387,Dan+Shay,Nothin'LikeYou,4,0.0,161,0,99241,362444
8388,ROZES,Christmas(BabyPleaseComeHome),1,0.0,181,0,362348,362348
8389,ShawnMendes,Intro,1,0.0,93,0,362253,362253
8390,ImagineDragons,MouthOfTheRiver,2,0.0,172,0,194035,361921
8391,RyanAdams,Style,3,0.0,93,0,133233,361705
8392,Future,Extra,1,0.0,99,0,361487,361487
8393,NAV,SpendIt,1,0.0,83,0,361201,361201
8394,XXXTENTACION,WhatinXXXTarnation,1,0.0,98,0,361020,361020
8395,JonasBrothers,Lovebug,1,0.0,117,0,360566,360566
8396,MacMiller,RushHour,4,0.0,175,0,96023,360406
8397,YoungDolph,OntheRiver,1,0.0,73,0,360323,360323
8398,LilBaby,Dreams2Reality,1,0.0,143,0,360276,360276
8399,The1975,FrailStateOfMind,1,0.0,90,0,360239,360239
8400,Gryffin,NeedYourLove,1,0.0,92,0,360001,360001
8401,RM,AllDay,1,0.0,152,0,359947,359947
8402,EarlSweatshirt,ColdSummers,1,0.0,144,0,358861,358861
8403,ChancetheRapper,TheHighs&TheLows,1,0.0,93,0,358570,358570
8404,Gryffin,YouWereLoved,1,0.0,60,0,358210,358210
8405,BurlIves,RudolphTheRedNosedReindeerFinale,1,0.0,180,0,357914,357914
8406,YoungBoyNeverBrokeAgain,BoutMyBusiness,1,0.0,64,0,357909,357909
8407,TheBeatles,SomethingRemastered2009,3,0.0,129,0,138745,357718
8408,LilBaby,GangSigns,1,0.0,101,0,357490,357490
8409,VanHalen,HotforTeacher2015Remaster,1,0.0,63,0,357481,357481
8410,VanHalen,Eruption2015Remaster,1,0.0,64,0,357414,357414
8411,DonToliver,Wasted,1,0.0,111,0,357297,357297
8412,3DoorsDown,Kryptonite,3,0.0,148,0,141575,356925
8413,HervePagez,SpicywithDiplo&CharliXCX,1,0.0,96,0,356877,356877
8414,XXXTENTACION,IChangedHerLife,1,0.0,121,0,356757,356757
8415,BackstreetBoys,IWantItThatWay,2,0.0,136,0,205373,356743
8416,Lauv,Sims,1,0.0,93,0,356643,356643
8417,EllieGoulding,WorryAboutMe,1,0.0,112,0,356246,356246
8418,BROCKHAMPTON,WEIGHT,1,0.0,91,0,356180,356180
8419,GnarlsBarkley,Crazy,3,0.0,151,0,133747,355961
8420,Gunna,DON'TPLAYAROUND,1,0.0,89,0,355640,355640
8421,TheKidLAROI,DON'TLEAVEME,1,0.0,78,0,355555,355555
8422,JamesBrown,SayItLoudI'mBlackAndI'mProud,1,0.0,65,0,355437,355437
8423,J.Cole,MissAmerica,2,0.0,139,0,201559,355200
8424,LilTecca,AllStar,1,0.0,113,0,354781,354781
8425,NipseyHussle,FuckDonaldTrump,3,0.0,182,0,121444,354552
8426,FrenchMontana,Twisted,1,0.0,86,0,354453,354453
8427,SkylarGrey,WreakHavoc,3,0.0,186,0,120854,354376
8428,Paramore,TheNews,1,0.0,173,0,354032,354032
8429,Jeezy,AmericanDream,1,0.0,86,0,353941,353941
8430,Pentatonix,WhiteChristmas,2,0.0,178,0,185097,353920
8431,TrippieRedd,TheNether,1,0.0,86,0,353765,353765
8432,SkiMaskTheSlumpGod,Intro,1,0.0,102,0,353747,353747
8433,WATTS,Feels,1,0.0,67,0,353591,353591
8434,A$APFerg,Nasty(WhoDat),2,0.0,172,0,178300,353540
8435,JenniferOrmond,WithoutYou,1,0.0,75,0,353450,353450
8436,BrysonTiller,Blame,1,0.0,99,0,353350,353350
8437,EslabonArmado,LUCESROJAS,1,0.0,104,0,353213,353213
8438,YoungBoyNeverBrokeAgain,Diamonds,1,0.0,67,0,352968,352968
8439,MacMiller,BreakTheLaw,4,0.0,166,0,90201,352784
8440,JustinTimberlake,SoulMate,1,0.0,90,0,352593,352593
8441,TOOL,LegionInoculant,1,0.0,112,0,352331,352331
8442,NAV,Ralo,1,0.0,101,0,352117,352117
8443,BTS,ABrandNewDay(BTSWorldOriginalSoundtrack)[Pt.2],1,0.0,79,0,351996,351996
8444,GeneAutry,FrostytheSnowman78rpmVersion,1,0.0,186,0,351838,351838
8445,Lorde,TennisCourt,7,0.0,184,0,55772,351803
8446,WizKhalifa,CallWaiting,3,0.0,139,0,131671,351563
8447,DJKhaled,HolyMountain,1,0.0,97,0,351548,351548
8448,BigSean,StoryByDaveChappelle,1,0.0,99,0,351397,351397
8449,The1975,Medicine,6,0.0,148,0,61967,351175
8450,RedHotChiliPeppers,DaniCalifornia,3,0.0,161,0,137659,351102
8451,RodWave,IKnowIt,1,0.0,72,0,350988,350988
8452,TheLumineers,SaltAndTheSea,1,0.0,94,0,350988,350988
8453,TrippieRedd,CanYouRapLikeMePt.2,1,0.0,100,0,350928,350928
8454,RodWave,AllIGot,1,0.0,87,0,350153,350153
8455,TrippieRedd,RMP,1,0.0,101,0,349936,349936
8456,DavidGuetta,Let'sLove,1,0.0,77,0,349697,349697
8457,Aminé,Shimmy,1,0.0,106,0,348997,348997
8458,ZachBryan,HappyInstead,1,0.0,112,0,348950,348950
8459,VinceGuaraldi,Skating,1,0.0,187,0,348903,348903
8460,TrippieRedd,PersonalFavorite,1,0.0,89,0,348581,348581
8461,ImagineDragons,Monday,1,0.0,100,0,348527,348527
8462,DJKhaled,WEGOINGCRAZY,1,0.0,72,0,348517,348517
8463,Halsey,Dominic’sInterlude,1,0.0,137,0,348511,348511
8464,The1975,BeMyMistake,1,0.0,150,0,347832,347832
8465,KYLE,Babies,1,0.0,93,0,347828,347828
8466,blink,182HomeIsSuchALonelyPlace,2,0.0,106,0,219113,347595
8467,ILLENIUM,FirstTime,1,0.0,73,0,347441,347441
8468,SkiMaskTheSlumpGod,UandI,1,0.0,151,0,347420,347420
8469,Halsey,Sorry,2,0.0,173,0,175951,347337
8470,Keyliu,ALittleHouseontheRiver,1,0.0,111,0,347179,347179
8471,ShawnMendes,AlwaysBeenYou,1,0.0,100,0,347076,347076
8472,PlayboiCarti,Mileage,1,0.0,115,0,346943,346943
8473,Halsey,YoungGod,4,0.0,160,0,88255,346781
8474,The1975,I'mInLoveWithYou,1,0.0,81,0,346722,346722
8475,DJKhaled,BIGPAPER,1,0.0,74,0,346666,346666
8476,Keyliu,LifeIsaPuzzleSolveIt,1,0.0,112,0,346660,346660
8477,LilTjay,Born2BeGreat,1,0.0,73,0,346642,346642
8478,Keyliu,MarsandVenus(SpanishVersion),1,0.0,113,0,346337,346337
8479,GucciMane,OutDoYa,2,0.0,111,0,208304,346093
8480,TrippieRedd,Chosen,1,0.0,104,0,345657,345657
8481,YoungThug,GainClout,1,0.0,95,0,345472,345472
8482,XXXTENTACION,Ecstasy,1,0.0,130,0,345167,345167
8483,MartinGarrix,UsedToLove,1,0.0,93,0,344763,344763
8484,WizKhalifa,Holyfield,1,0.0,103,0,344563,344563
8485,ShawnMendes,305,1,0.0,104,0,344376,344376
8486,ArianaGrande,someonelikeuinterlude,1,0.0,67,0,344356,344356
8487,JohnPrine,AngelfromMontgomery,1,0.0,64,0,344350,344350
8488,TheWeeknd,NothingIsLost(YouGiveMeStrength),1,0.0,182,0,344188,344188
8489,Pentatonix,UpOnTheHousetop,2,0.0,182,0,183167,344143
8490,HarryBelafonte,BananaBoatSong,1,0.0,62,0,343838,343838
8491,Dreamville,Lifestyle,1,0.0,68,0,343573,343573
8492,JhenéAiko,DefineMeinterlude,1,0.0,140,0,343267,343267
8493,DonToliver,Can'tFeelMyLegs,1,0.0,119,0,343139,343139
8494,SteveLacy,CodyFreestyle,1,0.0,73,0,343060,343060
8495,WizKhalifa,VerySpecial,1,0.0,104,0,342831,342831
8496,RoddyRicch,llf,1,0.0,120,0,342700,342700
8497,MFDOOM,Doomsday,1,0.0,62,0,342640,342640
8498,A$APFerg,WorldIsMine,3,0.0,194,0,121108,342557
8499,KatyPerry,Electric,1,0.0,88,0,342279,342279
8500,TrippieRedd,BustDownDeux,1,0.0,107,0,342132,342132
8501,Gunna,IdkWhy,1,0.0,130,0,341834,341834
8502,Avicii,YouMakeMe,1,0.0,100,0,341796,341796
8503,RM,Closer,1,0.0,167,0,341375,341375
8504,YoungStonerLife,WokStar,1,0.0,84,0,341264,341264
8505,Kygo,HotStuff,1,0.0,85,0,341248,341248
8506,BrentFaiyaz,SKIT:WAKEUPCALL,1,0.0,86,0,341123,341123
8507,JohnPrine,InSpiteofOurselves,1,0.0,67,0,340873,340873
8508,DavidBowie,MoonageDaydream2012RemasteredVersion,2,0.0,65,0,200125,340785
8509,MØ,Drum,2,0.0,97,0,216695,340752
8510,UglyGod,FuckUglyGod,2,0.0,166,0,181208,340719
8511,PlayboiCarti,PullUp,1,0.0,119,0,340714,340714
8512,KingsofLeon,WALLS,2,0.0,108,0,204871,340521
8513,BROCKHAMPTON,HEAVENBELONGSTOYOU,1,0.0,100,0,340314,340314
8514,Gorillaz,Submission,2,0.0,173,0,180247,340240
8515,EslabonArmado,GanasQueTeTengo,1,0.0,93,0,340228,340228
8516,TrippieRedd,UnderwaterFlyZone,1,0.0,103,0,340110,340110
8517,Tiësto,HotInIt,1,0.0,74,0,340041,340041
8518,KodakBlack,ThisForever,1,0.0,131,0,339840,339840
8519,JhenéAiko,Surrender,1,0.0,142,0,339629,339629
8520,M.O,WhoDoYouThinkOf?,2,0.0,104,0,214719,339596
8521,TomPettyandtheHeartbreakers,ListenToHerHeart,1,0.0,85,0,339523,339523
8522,HAIM,Gasoline,1,0.0,68,0,339337,339337
8523,Dreamville,FreedomofSpeech,1,0.0,71,0,339278,339278
8524,DNCE,BodyMoves,2,0.0,104,0,206325,339226
8525,YoungBoyNeverBrokeAgain,50Shots,1,0.0,82,0,339129,339129
8526,JonasBrothers,Who'sInYourHead,1,0.0,88,0,338908,338908
8527,BrysonTiller,Rambo(LastBlood),1,0.0,102,0,338606,338606
8528,TrippieRedd,Dreamer,1,0.0,76,0,338563,338563
8529,TheChainsmokers,ILoveU,1,0.0,116,0,338563,338563
8530,ThomasRhett,WhereWeStarted,1,0.0,73,0,338528,338528
8531,Yeat,UpoffX,1,0.0,88,0,338415,338415
8532,ChadFocus,GettotheMoney,2,0.0,177,0,169223,338374
8533,AJR,I'mReady,3,0.0,37,0,118256,338363
8534,TomPetty,TimeToMoveOn,1,0.0,86,0,338190,338190
8535,E.T.,WeTurnUp,1,0.0,107,0,338155,338155
8536,LanaDelRey,SummertimeSadness[LanaDelReyvs.CedricGervais]CedricGervaisRemix,2,0.0,118,0,171564,338129
8537,Gorillaz,Momentz,2,0.0,178,0,176967,337728
8538,ZHU,Automatic,3,0.0,103,0,132503,337691
8539,The1975,PartOfTheBand,1,0.0,89,0,337624,337624
8540,TroyeSivan,TheGoodSide,1,0.0,80,0,337522,337522
8541,RLGrime,LightMeUp,1,0.0,83,0,337457,337457
8542,Dreamville,GhettoGodsFreestyle,1,0.0,75,0,337367,337367
8543,Halsey,ComingDown,4,0.0,167,0,87008,337167
8544,EarlSweatshirt,Ontheway!,1,0.0,157,0,337143,337143
8545,LukeCombs,CallMe,1,0.0,95,0,337037,337037
8546,FrenchMontana,OutOfYourMind,1,0.0,122,0,337027,337027
8547,TheLumineers,BIRTHDAY,1,0.0,82,0,336985,336985
